trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
40,0.33701,1,2,2,4,2,0.4,0.4,0.2227,0.6127,0.39,17
41,0.26858,0,1,2,3,2,0.4,0.4,0.32082,0.63892,0.3181,10
42,0.33423,1,1,1,2,1,0.15,0.15,0.57193,0.43782,0.1341,18
43,1.202,0,1,2,4,1,0.15,0.15,0.2227,0.6127,0.39,4
44,0.30154,0,1,2,4,1,0.15,0.15,0.32082,0.69194,0.37112,10
45,0.26323,1,1,1,1,1,0.25,0.25,0.74496,0.32082,0.42413,16
46,0.48301,0,2,1,2,2,0.4,0.4,0.32981,0.2227,0.10711,17
47,0.32645,0,1,2,4,2,0.15,0.15,0.43782,0.57193,0.1341,5
48,0.34424,1,1,1,1,1,0.15,0.15,0.43692,0.2227,0.21422,15
49,0.34785,1,2,2,3,1,0.15,0.15,0.2227,0.43692,0.21422,12
50,0.33353,1,1,1,4,1,0.15,0.15,0.63898,0.43782,0.20116,4
51,0.47285,1,2,2,4,1,0.15,0.15,0.2227,0.43692,0.21422,1
52,0.52483,1,2,2,4,1,0.25,0.25,0.43782,0.80449,0.36667,3
53,0.68657,1,1,1,4,2,0.25,0.25,0.71326,0.32082,0.39244,10
54,0.62626,0,1,2,3,1,0.15,0.15,0.32082,0.71326,0.39244,15
55,0.31781,1,1,1,4,2,0.4,0.4,0.74496,0.32082,0.42413,20
56,0.38343,0,2,1,1,2,0.15,0.15,0.63898,0.43782,0.20116,4
57,0.87516,1,1,1,3,2,0.15,0.15,0.80449,0.43782,0.36667,6
58,0.28475,1,1,1,2,1,0.4,0.4,0.74496,0.32082,0.42413,9
59,0.4165,1,2,2,2,2,0.25,0.25,0.32082,0.77867,0.45785,12
60,NaN,0,NaN,1,1,2,0.4,0.4,0.71282,0.43782,0.275,9
61,1.1018,1,1,1,2,1,0.4,0.4,0.6527,0.2227,0.43,17
62,0.54548,1,2,2,2,2,0.15,0.15,0.32082,0.69194,0.37112,14
63,0.23704,1,2,2,3,1,0.4,0.4,0.43782,0.67251,0.23468,5
64,0.42269,1,2,2,4,2,0.6,NaN,0.2227,NaN,0.16066,14
65,0.39432,1,2,2,4,2,0.6,NaN,0.56218,NaN,0.23468,8
66,0.56611,1,2,2,1,1,0.25,NaN,0.2227,NaN,0.45785,7
67,0.40772,1,1,1,1,1,0.6,NaN,0.56218,NaN,0.275,12
68,0.3153,1,2,2,2,1,0.25,NaN,0.56218,NaN,0.23468,8
69,0.51706,1,2,2,4,2,0.25,0.25,0.74496,0.32082,0.45785,2
70,0.52869,0,1,2,2,2,0.6,NaN,0.32082,NaN,0.20116,1
71,0.1483,1,2,2,3,1,0.6,NaN,0.14805,NaN,0.37112,14
72,0.96603,0,1,2,1,2,0.4,NaN,0.2227,NaN,0.43,9
