trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
24,0.40702,1,1,1,3,1,0.51667,0.15,0.43782,0.43782,0.36667,7
25,0.53038,1,1,1,3,2,0.8,0.25,0.43782,0.43782,0.55,14
26,0.35037,1,2,2,4,2,0.15,0.51667,0.14805,0.14805,0.36667,16
27,0.77596,1,1,1,3,2,0.51667,0.15,0.26894,0.26894,0.36667,19
28,0.5476,1,2,2,3,2,0.4,0.95,0.43782,0.43782,0.55,18
29,0.86128,0,1,2,1,1,0.25,0.61667,0.14805,0.14805,0.36667,3
30,0.84099,1,1,1,2,1,0.51667,0.15,0.14805,0.14805,0.36667,18
31,1.0206,1,2,2,2,1,0.15,0.51667,0.14805,0.14805,0.36667,12
32,0.3662,1,2,2,4,1,0.4,0.95,0.43782,0.43782,0.55,17
33,0.39396,1,2,2,1,2,0.25,0.8,0.14805,0.14805,0.55,8
34,0.85366,1,1,1,3,1,0.33333,0.15,0.43782,0.43782,0.18333,6
35,0.38319,0,2,1,4,2,0.76667,0.4,0.14805,0.14805,0.36667,11
36,0.40292,1,2,2,2,2,0.15,0.51667,0.14805,0.14805,0.36667,14
37,0.68659,0,2,1,1,2,0.8,0.25,0.26894,0.26894,0.55,4
38,0.77626,0,2,1,2,2,0.8,0.25,0.43782,0.43782,0.55,2
39,0.33984,1,2,2,4,2,0.25,0.61667,0.43782,0.43782,0.36667,14
40,0.35749,1,2,2,3,2,0.4,0.95,0.43782,0.43782,0.55,11
41,0.38518,0,2,1,4,1,0.95,0.4,0.14805,0.14805,0.55,4
42,0.46881,1,1,1,1,1,0.8,0.25,0.26894,0.26894,0.55,14
43,0.69447,0,2,1,2,1,0.95,0.4,0.26894,0.26894,0.55,15
44,0.84215,1,2,2,4,1,0.25,0.8,0.43782,0.43782,0.55,10
45,0.9418,1,2,2,1,1,0.4,0.95,0.14805,0.14805,0.55,11
46,0.3355,1,2,2,2,1,0.15,0.33333,0.26894,0.26894,0.18333,6
47,0.30712,1,1,1,3,1,0.33333,0.15,0.43782,0.43782,0.18333,4
48,0.38872,1,1,1,3,1,0.95,0.4,0.43782,0.43782,0.55,9
49,0.52046,1,2,2,4,2,0.15,0.33333,0.14805,0.14805,0.18333,9
50,0.40417,1,2,2,4,1,0.25,0.61667,0.14805,0.14805,0.36667,7
51,0.43781,0,2,1,3,1,0.61667,0.25,0.26894,0.26894,0.36667,15
52,0.45739,1,2,2,1,2,0.25,0.8,0.14805,0.14805,0.55,14
53,0.98107,1,1,1,2,2,0.8,0.25,0.43782,0.43782,0.55,10
54,0.82267,1,1,1,3,2,0.33333,0.15,0.26894,0.26894,0.18333,2
55,0.42644,1,2,2,1,2,0.4,0.95,0.14805,0.14805,0.55,16
56,0.74202,1,2,2,1,2,0.25,0.8,0.14805,0.14805,0.55,3
57,1.0797,0,2,1,3,1,0.33333,0.15,0.14805,0.14805,0.18333,19
58,0.4913,1,1,1,1,2,0.8,0.25,0.14805,0.14805,0.55,11
59,NaN,0,NaN,1,2,1,0.51667,0.15,0.43782,0.43782,0.36667,2
60,0.51262,1,2,2,2,2,0.15,0.151,0.26894,0.26894,0.001,6
61,0.3803,1,2,2,3,2,0.15,0.151,0.43782,0.43782,0.001,19
62,0.98192,0,1,2,2,1,0.25,0.70833,0.26894,0.26894,0.45833,4
63,0.32961,1,1,1,2,2,0.95,0.4,0.26894,0.26894,0.55,17
64,0.44533,1,2,2,1,1,0.8,0.25,0.43782,0.43782,0.45833,9
65,1.1269,0,1,2,4,2,0.25,NaN,0.14805,NaN,0.55,9
66,0.41047,1,2,2,4,2,0.15,NaN,0.43782,NaN,0.55,5
67,0.36626,1,2,2,4,2,0.4,NaN,0.26894,NaN,0.45833,10
68,0.96795,0,2,1,1,1,0.1,NaN,0.075858,NaN,0.36667,12
69,0.40351,1,2,2,2,2,0.1,NaN,0.43782,NaN,0.001,16
70,0.46127,1,1,1,4,1,0.1,NaN,0.26894,NaN,0.45833,7
71,0.36892,1,2,2,3,2,0.25,NaN,0.14805,NaN,0.55,3
72,0.94859,0,1,2,1,2,0.1,NaN,0.62246,NaN,0.45833,9
