correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,33,2,1,0.25,NaN,2,36
NaN,NaN,NaN,33,2,1,0.25,NaN,1,13
NaN,NaN,NaN,34,1,1,0.25,NaN,2,33
NaN,NaN,NaN,34,1,1,0.25,NaN,1,50
NaN,NaN,NaN,35,2,1,0.25,NaN,1,28
NaN,NaN,NaN,35,1,1,0.25,NaN,1,71
NaN,NaN,NaN,36,2,1,0.25,NaN,1,4
NaN,NaN,NaN,36,1,1,0.25,NaN,2,37
NaN,NaN,NaN,37,2,1,0.25,NaN,1,49
NaN,NaN,NaN,37,2,1,0.25,NaN,2,47
NaN,NaN,NaN,38,1,1,0.25,NaN,2,72
NaN,NaN,NaN,38,2,0,0.25,NaN,2,54
NaN,NaN,NaN,39,1,1,0.25,NaN,1,75
NaN,NaN,NaN,39,2,0,0.25,NaN,2,20
NaN,NaN,NaN,40,2,0,0.25,NaN,2,38
NaN,NaN,NaN,40,1,1,0.25,NaN,2,13
NaN,NaN,NaN,41,2,0,0.25,NaN,1,5
NaN,NaN,NaN,41,1,1,0.25,NaN,1,69
NaN,NaN,NaN,42,2,1,0.25,NaN,1,74
NaN,NaN,NaN,42,2,1,0.25,NaN,1,77
NaN,NaN,NaN,43,2,1,0.25,NaN,1,28
NaN,NaN,NaN,43,1,1,0.25,NaN,1,20
NaN,NaN,NaN,44,1,1,0.25,NaN,1,39
NaN,NaN,NaN,44,2,1,0.25,NaN,1,75
NaN,NaN,NaN,45,2,0,0.25,NaN,1,68
NaN,NaN,NaN,45,2,1,0.25,NaN,2,4
NaN,NaN,NaN,46,1,0,0.25,NaN,2,41
NaN,NaN,NaN,46,1,1,0.25,NaN,2,37
NaN,NaN,NaN,47,2,1,0.25,NaN,2,19
NaN,NaN,NaN,47,2,1,0.25,NaN,1,30
NaN,NaN,NaN,48,1,1,0.25,NaN,1,64
NaN,NaN,NaN,48,1,0,0.25,NaN,2,68
NaN,NaN,NaN,49,2,1,0.25,NaN,2,32
NaN,NaN,NaN,49,1,0,0.25,NaN,2,49
NaN,NaN,NaN,50,1,0,0.25,NaN,1,11
NaN,NaN,NaN,50,1,1,0.25,NaN,2,36
NaN,NaN,NaN,51,1,1,0.25,NaN,1,16
NaN,NaN,NaN,51,1,1,0.25,NaN,1,76
NaN,NaN,NaN,52,2,1,0.25,NaN,1,39
NaN,NaN,NaN,52,1,0,0.25,NaN,2,4
NaN,NaN,NaN,53,2,1,0.25,NaN,1,17
NaN,NaN,NaN,53,2,1,0.25,NaN,1,67
NaN,NaN,NaN,54,1,1,0.25,NaN,1,70
NaN,NaN,NaN,54,1,1,0.25,NaN,2,57
NaN,NaN,NaN,55,2,1,0.25,NaN,1,26
NaN,NaN,NaN,55,1,0,0.25,NaN,1,79
NaN,NaN,NaN,56,1,1,0.25,NaN,2,75
NaN,NaN,NaN,56,1,0,0.25,NaN,1,61
NaN,NaN,NaN,57,2,1,0.25,NaN,2,27
NaN,NaN,NaN,57,1,1,0.25,NaN,2,74
NaN,NaN,NaN,58,2,0,0.25,NaN,1,31
NaN,NaN,NaN,58,1,1,0.25,NaN,2,38
NaN,NaN,NaN,59,2,1,0.25,NaN,2,63
NaN,NaN,NaN,59,2,1,0.25,NaN,1,26
NaN,NaN,NaN,60,1,1,0.25,NaN,2,10
NaN,NaN,NaN,60,1,0,0.25,NaN,2,2
NaN,NaN,NaN,61,1,1,0.25,NaN,1,25
NaN,NaN,NaN,61,1,1,0.25,NaN,1,78
NaN,NaN,NaN,62,2,0,0.25,NaN,2,72
NaN,NaN,NaN,62,2,1,0.25,NaN,1,78
NaN,NaN,NaN,63,2,1,0.25,NaN,1,74
NaN,NaN,NaN,63,1,1,0.25,NaN,2,42
NaN,NaN,NaN,64,1,1,0.25,NaN,2,22
NaN,NaN,NaN,64,2,1,0.25,NaN,2,70
NaN,NaN,NaN,65,2,0,0.25,NaN,1,57
NaN,NaN,NaN,65,1,1,0.25,NaN,1,38
NaN,NaN,NaN,66,1,0,0.25,NaN,2,3
NaN,NaN,NaN,66,2,0,0.25,NaN,1,49
NaN,NaN,NaN,67,1,1,0.25,NaN,1,8
NaN,NaN,NaN,67,2,1,0.25,NaN,2,79
NaN,NaN,NaN,68,1,0,0.25,NaN,2,79
NaN,NaN,NaN,68,1,1,0.25,NaN,2,25
NaN,NaN,NaN,69,1,1,0.25,NaN,2,63
NaN,NaN,NaN,69,2,1,0.25,NaN,1,76
NaN,NaN,NaN,70,2,1,0.25,NaN,2,73
NaN,NaN,NaN,70,1,1,0.25,NaN,1,9
NaN,NaN,NaN,71,2,0,0.25,NaN,2,2
NaN,NaN,NaN,71,2,1,0.25,NaN,1,82
NaN,NaN,NaN,72,1,1,0.25,NaN,2,68
NaN,NaN,NaN,72,2,0,0.25,NaN,2,13
