correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.94464,9,33,1,1,0.23438,NaN,1,65
1,0.7614,8,34,2,1,0.23438,NaN,2,27
1,0.64622,10,34,1,0,0.22917,NaN,1,50
NaN,NaN,NaN,35,1,1,0.22917,NaN,2,37
0,0.91779,8,35,1,1,0.22917,NaN,1,55
0,0.86034,9,36,1,1,0.23438,NaN,2,42
1,0.64143,10,36,2,0,0.23958,NaN,2,67
1,0.82231,10,37,1,0,0.23958,NaN,1,84
1,0.74317,8,37,1,1,0.23958,NaN,2,30
1,0.69212,10,38,2,0,0.23438,NaN,2,62
1,0.75687,9,38,2,1,0.23438,NaN,1,64
1,0.86158,9,39,2,1,0.23438,NaN,1,64
1,0.7384,8,39,2,1,0.22917,NaN,2,24
0,0.80336,9,40,1,1,0.22917,NaN,2,34
1,0.68224,9,40,1,1,0.23438,NaN,1,29
1,0.74109,8,41,1,1,0.23438,NaN,2,2
1,0.71383,10,41,2,0,0.23438,NaN,2,71
1,0.9347,8,42,2,1,0.22917,NaN,2,12
1,0.83553,8,42,1,1,0.22917,NaN,2,72
0,0.85819,9,43,1,1,0.22917,NaN,2,67
1,0.54112,10,43,2,0,0.23438,NaN,1,64
1,0.79396,9,44,1,1,0.23438,NaN,1,77
1,0.65469,10,44,2,0,0.23438,NaN,1,73
NaN,NaN,NaN,45,2,0,0.22917,NaN,2,77
1,0.70043,9,45,1,1,0.22917,NaN,1,84
0,0.88141,9,46,1,1,0.22917,NaN,2,37
1,0.73142,9,46,1,1,0.23438,NaN,1,62
0,0.74297,8,47,2,1,0.23438,NaN,1,7
0,0.75771,9,47,2,1,0.23958,NaN,2,33
1,0.86061,9,48,1,1,0.24479,NaN,1,2
1,0.70943,9,48,1,1,0.24479,NaN,1,81
1,0.69024,10,49,1,0,0.24479,NaN,2,63
0,0.74901,9,49,2,1,0.23958,NaN,2,65
1,0.9539,9,50,1,1,0.24479,NaN,1,35
1,0.84861,9,50,1,1,0.24479,NaN,1,66
0,0.80154,8,51,2,1,0.24479,NaN,1,3
1,0.82245,8,51,2,1,0.25,NaN,2,28
1,0.87124,8,52,1,1,0.25,NaN,2,15
1,0.73998,10,52,1,0,0.25,NaN,2,17
1,0.63289,10,53,1,0,0.24479,NaN,1,72
1,0.77566,8,53,1,1,0.24479,NaN,2,79
1,0.92659,9,54,1,1,0.24479,NaN,1,26
0,0.86335,9,54,1,1,0.23958,NaN,2,64
1,0.90617,8,55,1,1,0.24479,NaN,2,10
1,0.64693,9,55,2,1,0.24479,NaN,1,36
1,0.85779,9,56,1,1,0.24479,NaN,1,81
1,0.48262,10,56,2,0,0.23958,NaN,2,10
1,0.8254,9,57,2,1,0.23958,NaN,1,40
1,0.84823,8,57,2,1,0.23958,NaN,2,8
0,0.84312,9,58,1,1,0.23698,NaN,2,8
0,0.95595,9,58,1,1,0.23958,NaN,2,66
1,0.93687,8,59,1,1,0.24219,NaN,2,18
1,0.84768,8,59,2,1,0.24219,NaN,2,59
1,0.79649,8,60,2,1,0.24219,NaN,2,49
1,0.24135,9,60,1,1,0.23958,NaN,1,41
1,0.80007,8,61,2,1,0.23958,NaN,2,29
1,0.76879,9,61,2,1,0.23958,NaN,1,19
0,0.96773,8,62,2,1,0.23698,NaN,1,38
1,0.80256,9,62,1,1,0.23958,NaN,1,26
0,1.0714,8,63,2,1,0.23958,NaN,1,11
0,0.8583,9,63,1,1,0.24219,NaN,2,67
0,0.91709,9,64,1,1,0.24479,NaN,2,13
1,0.72772,8,64,2,1,0.2474,NaN,2,49
1,0.83675,9,65,1,1,0.2474,NaN,1,23
1,0.6475,9,65,2,1,0.2474,NaN,1,3
1,0.81837,9,66,1,1,0.24479,NaN,1,20
1,0.81918,8,66,1,1,0.24479,NaN,2,38
1,0.84807,8,67,2,1,0.24479,NaN,2,12
0,0.89487,9,67,1,1,0.24219,NaN,2,76
0,0.87972,9,68,1,1,0.24479,NaN,2,43
1,0.70653,9,68,2,1,0.2474,NaN,1,36
1,0.83314,9,69,1,1,0.2474,NaN,1,63
0,0.65412,9,69,1,1,0.2474,NaN,2,45
1,0.5511,10,70,1,0,0.25,NaN,2,16
0,0.82393,9,70,1,1,0.25,NaN,2,43
1,0.84471,8,71,2,1,0.25,NaN,2,22
1,0.5355,10,71,1,0,0.25,NaN,2,22
1,0.88429,9,72,2,1,0.25,NaN,1,70
NaN,NaN,NaN,72,1,0,0.2474,NaN,1,73
