trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
30,0.28631,1,1,1,4,2,0.4,0.4,0.70395,0.2227,0.48125,14
31,0.36999,1,2,2,2,2,0.4,0.4,0.2227,0.70395,0.48125,1
32,0.54965,1,1,1,3,1,0.4,0.4,0.80449,0.43782,0.36667,11
33,0.31931,0,1,2,1,1,0.15,0.15,0.43782,0.64407,0.20625,9
34,0.49103,0,2,1,3,2,0.25,0.25,0.70395,0.2227,0.48125,16
35,0.83859,1,2,2,3,1,0.15,0.15,0.32082,0.5729,0.25208,5
36,0.22429,1,1,1,4,1,0.4,0.4,0.4977,0.2227,0.275,6
37,0.44387,1,2,2,1,2,0.15,0.15,0.43782,0.66699,0.22917,4
38,0.34956,0,1,2,4,1,0.25,0.25,0.2227,0.4977,0.275,2
39,0.32128,1,1,1,3,2,0.4,0.4,0.66699,0.43782,0.22917,14
40,0.80499,0,2,1,3,1,0.15,0.15,0.80449,0.43782,0.36667,17
41,0.27055,1,2,2,3,2,0.4,0.4,0.32082,0.64165,0.32083,19
42,0.40221,1,1,1,1,2,0.4,0.4,0.82741,0.43782,0.38958,15
43,0.86986,1,2,2,4,1,0.15,0.15,0.2227,0.72687,0.50417,14
44,0.94356,0,2,1,2,1,0.15,0.15,0.52062,0.2227,0.29792,2
45,0.33914,1,2,2,2,1,0.15,0.15,0.2227,0.54353,0.32083,9
46,0.34281,1,1,1,4,1,0.25,0.25,0.54353,0.2227,0.32083,10
47,0.68053,1,1,1,1,1,0.15,0.15,0.61874,0.32082,0.29792,2
48,1.0762,0,1,2,1,1,0.25,0.25,0.32082,0.5729,0.25208,5
49,0.23778,1,2,2,1,1,0.25,0.25,0.32082,0.61874,0.29792,11
50,0.3775,1,2,2,3,2,0.15,0.15,0.32082,0.59582,0.275,10
51,1.1011,1,1,1,2,2,0.4,0.4,0.82741,0.43782,0.38958,9
52,0.59076,1,2,2,3,2,0.15,0.15,0.2227,0.54353,0.32083,9
53,0.23446,1,2,2,1,1,0.25,0.25,0.32082,0.61874,0.29792,10
54,0.9661,1,1,1,2,2,0.25,0.25,0.72687,0.2227,0.50417,5
55,1.1758,1,1,1,4,2,0.25,0.25,0.59582,0.32082,0.275,1
56,0.29143,1,2,2,1,2,0.4,0.4,0.32082,0.59582,0.275,7
57,0.22066,1,2,2,4,2,0.4,0.4,0.43782,0.66699,0.22917,10
58,0.24071,1,2,2,1,1,0.4,0.4,0.43782,0.64407,0.20625,9
59,1.0844,1,1,1,2,2,0.4,0.4,0.59582,0.32082,0.275,4
60,0.23804,1,2,2,4,1,0.4,0.4,0.32082,0.59582,0.275,19
61,0.84976,0,1,2,2,1,0.15,0.15,0.2227,0.72687,0.50417,18
62,0.40529,1,2,2,2,1,0.15,0.15,0.32082,0.59582,0.275,12
63,0.30296,1,2,2,3,2,0.25,0.25,0.43782,0.64407,0.20625,2
64,0.69074,1,2,2,3,1,0.15,0.15,0.66457,0.32082,0.25208,6
65,0.75019,1,1,1,2,2,0.25,NaN,0.32082,NaN,0.29792,20
66,1.0557,1,1,1,1,1,0.6,NaN,0.14805,NaN,0.52708,1
67,0.82756,1,2,2,4,2,0.1,NaN,0.14805,NaN,0.25208,6
68,0.78933,1,2,2,2,1,0.6,NaN,0.32082,NaN,0.52708,20
69,0.52106,1,1,1,1,2,0.25,0.25,0.54999,0.32082,0.20625,9
70,0.40469,1,2,2,4,2,0.25,NaN,0.43782,NaN,0.29792,12
71,0.45423,1,1,1,4,2,0.25,0.25,0.43782,0.80449,0.25208,12
72,0.50588,1,2,2,1,1,0.25,0.25,0.54999,0.32082,0.25208,1
