correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.77374,8,41,1,1,0.14121,NaN,2,28
0,1.0246,9,42,1,1,0.13378,NaN,2,32
1,0.73564,9,42,2,1,0.14121,NaN,1,19
1,0.91831,9,43,2,1,0.14121,NaN,1,66
1,0.69311,8,43,1,1,0.14121,NaN,2,36
1,0.76197,10,44,2,0,0.13378,NaN,2,71
1,0.77279,8,44,1,1,0.13378,NaN,2,30
0,1.0576,8,45,2,1,0.13378,NaN,1,37
1,0.58649,10,45,2,0,0.14121,NaN,1,70
1,0.88924,10,46,1,0,0.14121,NaN,2,11
1,0.74022,9,46,2,1,0.14121,NaN,1,30
1,0.62711,10,47,2,0,0.13749,NaN,2,55
1,0.71389,9,47,2,1,0.13749,NaN,1,1
1,0.76641,8,48,1,1,0.13749,NaN,2,27
1,0.61932,10,48,2,0,0.13378,NaN,1,74
1,0.78034,8,49,1,1,0.13378,NaN,2,59
1,0.66115,9,49,1,1,0.13378,NaN,1,44
1,0.65993,8,50,1,1,0.13006,NaN,2,43
0,0.9107,8,50,1,1,0.13006,NaN,1,31
1,0.72557,9,51,2,1,0.13378,NaN,1,61
1,0.6704,8,51,1,1,0.13378,NaN,2,10
1,0.76727,9,52,2,1,0.13378,NaN,1,75
1,0.56184,10,52,1,0,0.13006,NaN,2,5
1,0.69094,8,53,1,1,0.13006,NaN,2,19
1,0.65179,9,53,2,1,0.13006,NaN,1,23
0,0.67855,9,54,2,1,0.12634,NaN,2,1
1,0.62943,9,54,2,1,0.13006,NaN,1,62
0,0.70227,9,55,2,1,0.13006,NaN,2,7
1,0.6291,8,55,1,1,0.13378,NaN,2,40
1,0.58596,10,56,1,0,0.13378,NaN,2,70
1,0.61474,9,56,2,1,0.13378,NaN,1,59
1,0.7636,9,57,2,1,0.13006,NaN,1,11
1,0.61031,10,57,2,0,0.13006,NaN,2,56
1,0.65523,9,58,2,1,0.13006,NaN,1,58
1,0.74403,8,58,2,1,0.12634,NaN,2,72
1,0.73058,9,59,1,1,0.12634,NaN,1,19
1,0.82157,8,59,1,1,0.12634,NaN,2,1
1,0.62263,9,60,2,1,0.12263,NaN,1,18
1,0.65727,10,60,2,0,0.12263,NaN,2,75
1,0.58621,10,61,1,0,0.12263,NaN,2,56
1,0.75088,8,61,1,1,0.11891,NaN,2,47
0,0.73396,9,62,1,1,0.11891,NaN,2,23
1,0.59065,9,62,1,1,0.12263,NaN,1,51
0,0.83338,9,63,1,1,0.12263,NaN,2,16
1,0.68424,9,63,1,1,0.12634,NaN,1,50
1,0.64878,9,64,1,1,0.12634,NaN,1,15
1,0.43602,10,64,1,0,0.12634,NaN,1,48
1,0.77082,8,65,2,1,0.12263,NaN,2,2
1,0.56364,9,65,2,1,0.12263,NaN,1,58
0,0.73247,9,66,1,1,0.12263,NaN,2,46
1,0.61321,9,66,1,1,0.12634,NaN,1,77
1,0.74007,9,67,1,1,0.12634,NaN,1,15
1,0.57702,9,67,2,1,0.12634,NaN,1,30
1,0.67968,10,68,1,0,0.12263,NaN,2,56
1,0.6886,9,68,1,1,0.12263,NaN,1,14
1,0.70549,8,69,2,1,0.12263,NaN,2,17
1,0.70823,10,69,2,0,0.11891,NaN,2,54
1,0.75122,9,70,2,1,0.11891,NaN,1,69
NaN,NaN,NaN,70,2,1,0.11891,NaN,2,63
0,0.91214,8,71,2,1,0.11891,NaN,1,60
1,0.72752,9,71,2,1,0.12263,NaN,1,48
1,0.72046,9,72,1,1,0.12263,NaN,1,48
NaN,NaN,NaN,72,2,0,0.12263,NaN,2,52
