trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
35,0.37396,1,2,2,2,1,0.4,0.4,0.26894,0.40744,0.1385,14
36,0.33558,1,2,2,3,1,0.25,0.25,0.26894,0.40744,0.1385,2
37,0.45134,1,2,2,2,1,0.4,0.4,0.43782,0.57632,0.1385,7
38,0.96488,1,1,1,4,2,0.15,0.15,0.71382,0.43782,0.276,12
39,0.27265,1,2,2,2,2,0.4,0.4,0.26894,0.40744,0.1385,5
40,0.3723,1,2,2,2,1,0.25,0.25,0.43782,0.71382,0.276,3
41,0.68594,1,2,2,4,1,0.15,0.15,0.26894,0.63561,0.36667,11
42,0.36163,1,1,1,3,1,0.25,0.25,0.28655,0.14805,0.1385,3
43,0.58924,1,2,2,3,1,0.4,0.4,0.43782,0.66799,0.23017,5
44,0.27895,1,2,2,2,2,0.25,0.25,0.43782,0.57632,0.1385,1
45,0.25863,1,2,2,2,2,0.4,0.4,0.26894,0.36161,0.092667,8
46,0.95016,1,1,1,2,2,0.25,0.25,0.51471,0.14805,0.36667,3
47,0.27983,1,1,1,1,1,0.25,0.25,0.28655,0.14805,0.1385,11
48,0.31553,0,2,1,2,2,0.15,0.15,0.53049,0.43782,0.092667,18
49,0.31716,1,1,1,1,2,0.25,0.25,0.57632,0.43782,0.1385,12
50,0.40887,1,2,2,1,1,0.4,0.4,0.14805,0.51471,0.36667,15
51,0.45246,1,2,2,4,2,0.15,0.15,0.14805,0.51471,0.36667,17
52,0.27813,0,2,1,4,1,0.15,0.15,0.36161,0.26894,0.092667,11
53,0.30579,1,2,2,4,1,0.4,0.4,0.14805,0.46888,0.32083,19
54,0.48541,1,2,2,2,1,0.25,0.25,0.43782,0.66799,0.23017,17
55,0.27113,1,2,2,4,2,0.15,0.15,0.43782,0.57632,0.1385,9
56,0.4508,1,1,1,4,2,0.25,0.25,0.40744,0.26894,0.1385,5
57,0.86044,1,1,1,3,2,0.15,0.15,0.46888,0.14805,0.32083,9
58,0.30412,1,1,1,1,2,0.4,0.4,0.63561,0.26894,0.36667,19
59,0.32374,1,2,2,3,2,0.4,0.4,0.43782,0.57632,0.1385,4
60,0.29341,0,1,2,2,2,0.25,0.25,0.26894,0.63561,0.36667,16
61,0.39302,1,2,2,2,2,0.25,0.25,0.14805,0.46888,0.32083,16
62,0.36473,1,2,2,2,2,0.15,0.15,0.26894,0.68144,0.4125,14
63,0.37436,1,2,2,4,2,0.15,0.15,0.26894,0.40744,0.1385,6
64,0.47408,1,2,2,2,1,0.4,NaN,0.075858,NaN,0.23017,2
65,0.38169,1,1,1,2,2,0.6,NaN,0.26894,NaN,0.11558,15
66,0.35135,1,2,2,2,2,0.15,0.15,0.14805,0.33238,0.1385,13
67,0.83497,1,2,2,1,1,0.1,NaN,0.62246,NaN,0.275,3
68,1.1966,1,2,2,3,1,0.4,0.4,0.43782,0.57632,0.275,7
69,0.40831,1,1,1,2,2,0.1,NaN,0.62246,NaN,0.4125,16
70,0.42798,1,1,1,1,1,0.6,NaN,0.14805,NaN,0.4125,18
71,0.42163,1,2,2,2,1,0.25,NaN,0.62246,NaN,0.38958,16
72,0.31338,1,1,1,4,1,0.4,NaN,0.075858,NaN,0.092667,4
