correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.64335,8,25,2,1,0.21831,NaN,2,70
0,0.78778,8,25,2,1,0.21149,NaN,1,25
1,0.67505,9,26,2,1,0.21831,NaN,1,20
0,0.60575,9,26,1,1,0.21831,NaN,2,58
1,0.7307,10,27,2,0,0.22513,NaN,2,14
1,0.7954,8,27,2,1,0.22513,NaN,2,33
1,0.77958,8,28,1,1,0.22513,NaN,2,54
1,0.46319,10,28,1,0,0.21831,NaN,2,63
1,0.89592,8,29,2,1,0.21831,NaN,2,31
1,0.55679,9,29,1,1,0.21831,NaN,1,18
1,0.57362,9,30,1,1,0.21149,NaN,1,60
1,0.57636,8,30,2,1,0.21149,NaN,2,5
0,0.57121,9,31,1,1,0.21149,NaN,2,6
1,0.71212,8,31,2,1,0.21831,NaN,2,64
0,0.88881,9,32,1,1,0.21831,NaN,2,75
1,0.72564,8,32,2,1,0.22172,NaN,2,23
1,0.60659,9,33,1,1,0.22172,NaN,1,17
0,0.69934,9,33,1,1,0.22172,NaN,2,26
1,0.51626,9,34,1,1,0.22513,NaN,1,43
0,0.74895,8,34,1,1,0.22513,NaN,1,52
1,0.60582,8,35,2,1,0.22854,NaN,2,61
1,0.57271,8,35,2,1,0.22854,NaN,2,54
1,0.73951,8,36,2,1,0.22854,NaN,2,4
1,0.47246,10,36,2,0,0.22513,NaN,2,35
1,0.52323,10,37,1,0,0.22513,NaN,2,3
1,0.59599,9,37,1,1,0.22513,NaN,1,43
1,0.63888,10,38,1,0,0.22172,NaN,1,27
0,0.82168,8,38,2,1,0.22172,NaN,1,68
1,0.58839,9,39,1,1,0.22513,NaN,1,75
1,0.87706,9,39,1,1,0.22513,NaN,1,57
1,0.80818,8,40,1,1,0.22513,NaN,2,20
0,0.59297,9,40,1,1,0.22172,NaN,2,52
1,0.70776,8,41,2,1,0.22513,NaN,2,62
1,0.60466,9,41,2,1,0.22513,NaN,1,13
0,0.63938,9,42,1,1,0.22513,NaN,2,47
0,0.92633,9,42,2,1,0.22854,NaN,2,7
1,0.65114,8,43,2,1,0.23195,NaN,2,70
0,0.67001,8,43,2,1,0.23195,NaN,1,41
1,0.97671,9,44,2,1,0.23536,NaN,1,6
1,0.47955,10,44,1,0,0.23536,NaN,2,17
1,0.5884,10,45,2,0,0.23536,NaN,2,28
1,0.55515,10,45,1,0,0.23195,NaN,2,32
1,0.39619,10,46,1,0,0.23195,NaN,1,42
1,0.62088,10,46,2,0,0.23195,NaN,1,14
1,0.62177,10,47,2,0,0.22854,NaN,2,40
1,0.61466,9,47,1,1,0.22854,NaN,1,66
1,0.69135,9,48,1,1,0.22854,NaN,1,49
1,0.65417,8,48,2,1,0.22513,NaN,2,23
1,0.58504,9,49,1,1,0.22513,NaN,1,68
NaN,NaN,NaN,49,2,0,0.22513,NaN,2,4
0,0.68679,9,50,1,1,0.22513,NaN,2,47
1,0.74151,8,50,2,1,0.22854,NaN,2,44
1,0.8204,8,51,1,1,0.22854,NaN,2,75
1,0.65924,8,51,2,1,0.22854,NaN,2,25
1,0.62201,10,52,2,0,0.22513,NaN,1,10
1,0.71823,8,52,2,1,0.22513,NaN,2,55
1,0.59363,9,53,1,1,0.22513,NaN,1,1
1,0.7125,8,53,2,1,0.22172,NaN,2,64
1,0.69337,9,54,1,1,0.22172,NaN,1,58
1,0.72418,8,54,2,1,0.22172,NaN,2,10
1,0.80103,8,55,2,1,0.21831,NaN,2,32
0,0.75579,8,55,1,1,0.21831,NaN,1,48
0,0.86865,8,56,2,1,0.22172,NaN,1,35
1,0.66744,8,56,2,1,0.22513,NaN,2,44
0,0.8323,9,57,1,1,0.22513,NaN,2,61
1,0.73857,10,57,2,0,0.22854,NaN,2,49
0,0.81595,8,58,2,1,0.22854,NaN,1,26
1,0.4348,10,58,1,0,0.23195,NaN,1,59
1,0.53958,10,59,1,0,0.23195,NaN,1,30
1,0.51234,10,59,1,0,0.23195,NaN,2,42
1,0.93723,9,60,2,1,0.22854,NaN,1,57
1,0.42009,10,60,2,0,0.22854,NaN,2,35
1,0.64888,9,61,1,1,0.22854,NaN,1,63
1,0.71382,9,61,2,1,0.22513,NaN,1,23
1,0.75669,8,62,2,1,0.22513,NaN,2,38
1,0.6034,8,62,2,1,0.22513,NaN,2,46
1,0.65016,9,63,1,1,0.22172,NaN,1,8
1,0.82515,8,63,1,1,0.22172,NaN,2,68
1,0.49,10,64,1,0,0.22172,NaN,2,6
0,0.8608,8,64,2,1,0.21831,NaN,1,9
1,0.85561,8,65,2,1,0.22172,NaN,2,67
1,0.73242,9,65,2,1,0.22172,NaN,1,54
1,0.61728,8,66,2,1,0.22172,NaN,2,57
0,0.64206,8,66,2,1,0.21831,NaN,1,14
0,0.74093,8,67,2,1,0.22172,NaN,1,80
1,0.6376,8,67,2,1,0.22513,NaN,2,9
1,0.56458,10,68,2,0,0.22513,NaN,1,67
1,0.75325,8,68,2,1,0.22513,NaN,2,44
1,0.81819,8,69,2,1,0.22172,NaN,2,23
1,0.84509,8,69,2,1,0.22172,NaN,2,2
1,0.61983,8,70,2,1,0.22172,NaN,2,33
1,0.77277,9,70,1,1,0.21831,NaN,1,71
1,1.0076,8,71,1,1,0.21831,NaN,2,25
1,0.60639,10,71,1,0,0.21831,NaN,1,11
1,0.59715,9,72,1,1,0.2149,NaN,1,26
NaN,NaN,NaN,72,2,0,0.2149,NaN,2,50
