correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.71165,8,27,2,1,0.1602,NaN,2,58
1,0.61231,10,28,2,0,0.15403,NaN,2,12
1,0.8233,8,28,2,1,0.15403,NaN,2,31
1,0.80828,9,29,2,1,0.15403,NaN,1,53
1,0.6869,9,29,2,1,0.14787,NaN,1,35
1,0.42401,10,30,1,0,0.14787,NaN,2,24
0,0.79264,8,30,2,1,0.14787,NaN,1,32
1,0.66958,9,31,1,1,0.15403,NaN,1,38
0,0.82027,9,31,1,1,0.15403,NaN,2,15
1,0.77911,8,32,2,1,0.1602,NaN,2,3
1,0.9279,8,32,1,1,0.1602,NaN,2,23
1,0.7608,9,33,2,1,0.1602,NaN,1,6
1,0.5037,10,33,2,0,0.15403,NaN,1,25
1,0.65387,10,34,2,0,0.15403,NaN,2,47
1,0.59329,10,34,1,0,0.15403,NaN,1,53
1,0.72559,9,35,1,1,0.15095,NaN,1,58
1,0.50892,10,35,1,0,0.15095,NaN,1,17
0,0.77116,9,36,2,1,0.15095,NaN,2,58
1,0.45861,10,36,2,0,0.15403,NaN,2,23
0,0.83947,9,37,2,1,0.15403,NaN,2,56
1,0.73028,9,37,2,1,0.15711,NaN,1,12
1,0.70714,8,38,2,1,0.15711,NaN,2,37
1,0.71793,10,38,1,0,0.15711,NaN,2,59
1,0.8007,10,39,2,0,0.15403,NaN,2,3
1,0.67744,8,39,2,1,0.15403,NaN,2,54
1,0.75635,8,40,2,1,0.15403,NaN,2,75
1,0.62124,10,40,2,0,0.15095,NaN,1,69
1,0.598,10,41,1,0,0.15095,NaN,2,58
1,0.7204,8,41,2,1,0.15095,NaN,2,43
1,0.69178,9,42,2,1,0.14787,NaN,1,73
0,0.95452,8,42,1,1,0.14787,NaN,1,54
1,0.64535,9,43,1,1,0.15095,NaN,1,54
1,0.69219,9,43,1,1,0.15095,NaN,1,28
1,0.80305,9,44,1,1,0.15095,NaN,1,20
1,0.72188,9,44,2,1,0.14787,NaN,1,29
1,0.71056,9,45,2,1,0.14787,NaN,1,63
1,0.68936,10,45,2,0,0.14787,NaN,2,68
0,0.85035,9,46,1,1,0.14479,NaN,2,50
1,0.51123,10,46,1,0,0.14787,NaN,1,70
1,0.72786,9,47,1,1,0.14787,NaN,1,78
1,0.68693,9,47,1,1,0.14787,NaN,1,62
1,0.74752,9,48,2,1,0.14479,NaN,1,33
0,0.72651,9,48,1,1,0.14479,NaN,2,1
1,0.73535,9,49,1,1,0.14787,NaN,1,74
1,0.45018,10,49,2,0,0.14787,NaN,1,1
1,0.66701,9,50,2,1,0.14787,NaN,1,64
0,0.64579,9,50,2,1,0.14479,NaN,2,68
0,0.66657,9,51,1,1,0.14787,NaN,2,14
1,0.68346,9,51,1,1,0.15095,NaN,1,74
1,0.66017,10,52,1,0,0.15095,NaN,2,75
1,0.82312,9,52,2,1,0.15095,NaN,1,23
1,0.636,8,53,2,1,0.14787,NaN,2,69
1,0.62066,10,53,2,0,0.14787,NaN,1,73
1,0.66569,9,54,1,1,0.14787,NaN,1,79
1,0.60038,9,54,2,1,0.14479,NaN,1,7
1,0.72525,8,55,1,1,0.14479,NaN,2,19
1,0.62198,9,55,2,1,0.14479,NaN,1,64
1,0.68695,9,56,2,1,0.14171,NaN,1,74
1,0.63979,9,56,1,1,0.14171,NaN,1,31
0,0.88256,9,57,1,1,0.14171,NaN,2,40
1,0.77746,8,57,1,1,0.14479,NaN,2,40
1,0.5781,10,58,2,0,0.14479,NaN,1,13
0,0.56307,9,58,1,1,0.14479,NaN,2,16
1,0.61998,8,59,2,1,0.14787,NaN,2,47
1,0.65071,9,59,1,1,0.14787,NaN,1,10
0,0.86956,8,60,1,1,0.14787,NaN,1,78
NaN,NaN,NaN,60,1,1,0.15095,NaN,1,35
1,0.73101,10,61,2,0,0.15095,NaN,2,28
1,0.58397,10,61,1,0,0.15095,NaN,2,31
1,0.74095,9,62,2,1,0.15095,NaN,1,15
1,0.66358,9,62,2,1,0.14787,NaN,1,15
1,0.65643,8,63,2,1,0.14787,NaN,2,63
1,0.62897,9,63,1,1,0.14787,NaN,1,45
1,0.6522,8,64,2,1,0.14479,NaN,2,34
0,0.94097,9,64,2,1,0.14479,NaN,2,35
1,0.86391,9,65,2,1,0.14787,NaN,1,45
0,0.68262,9,65,1,1,0.14787,NaN,2,32
1,0.86548,9,66,2,1,0.15095,NaN,1,52
1,0.65625,10,66,2,0,0.15095,NaN,1,45
1,0.79521,9,67,1,1,0.15095,NaN,1,29
1,1.0018,8,67,2,1,0.14787,NaN,2,70
0,0.61489,9,68,1,1,0.14787,NaN,2,69
1,0.94562,8,68,2,1,0.15095,NaN,2,39
1,0.98035,8,69,1,1,0.15095,NaN,2,57
1,0.57721,10,69,2,0,0.15095,NaN,1,39
1,0.74612,10,70,2,0,0.14787,NaN,2,66
1,0.85287,8,70,1,1,0.14787,NaN,2,53
0,0.58579,9,71,2,1,0.14787,NaN,2,22
1,0.97659,9,71,1,1,0.14941,NaN,1,11
1,0.95143,8,72,1,1,0.14941,NaN,2,41
NaN,NaN,NaN,72,1,0,0.14941,NaN,2,39
