correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,31,1,1,0.16373,NaN,2,32
NaN,NaN,NaN,31,1,0,0.16373,NaN,1,68
NaN,NaN,NaN,32,1,1,0.16373,NaN,1,25
NaN,NaN,NaN,32,1,1,0.16373,NaN,1,36
NaN,NaN,NaN,33,1,0,0.16373,NaN,1,42
NaN,NaN,NaN,33,2,1,0.16373,NaN,1,21
NaN,NaN,NaN,34,1,1,0.16373,NaN,1,28
NaN,NaN,NaN,34,2,1,0.16373,NaN,2,34
NaN,NaN,NaN,35,1,1,0.16373,NaN,2,21
NaN,NaN,NaN,35,1,0,0.16373,NaN,2,25
NaN,NaN,NaN,36,2,1,0.16373,NaN,1,64
NaN,NaN,NaN,36,2,0,0.16373,NaN,1,6
NaN,NaN,NaN,37,1,1,0.16373,NaN,1,50
NaN,NaN,NaN,37,1,1,0.16373,NaN,2,7
NaN,NaN,NaN,38,2,1,0.16373,NaN,1,59
NaN,NaN,NaN,38,2,1,0.16373,NaN,1,64
NaN,NaN,NaN,39,2,1,0.16373,NaN,1,77
NaN,NaN,NaN,39,1,1,0.16373,NaN,2,48
NaN,NaN,NaN,40,1,1,0.16373,NaN,2,7
NaN,NaN,NaN,40,2,1,0.16373,NaN,2,4
NaN,NaN,NaN,41,2,1,0.16373,NaN,2,11
NaN,NaN,NaN,41,1,1,0.16373,NaN,1,15
NaN,NaN,NaN,42,1,0,0.16373,NaN,2,48
NaN,NaN,NaN,42,1,1,0.16373,NaN,1,2
NaN,NaN,NaN,43,1,0,0.16373,NaN,2,65
NaN,NaN,NaN,43,2,1,0.16373,NaN,2,7
NaN,NaN,NaN,44,2,1,0.16373,NaN,1,1
NaN,NaN,NaN,44,2,1,0.16373,NaN,2,60
NaN,NaN,NaN,45,1,1,0.16373,NaN,1,20
NaN,NaN,NaN,45,1,1,0.16373,NaN,2,48
NaN,NaN,NaN,46,2,1,0.16373,NaN,2,74
NaN,NaN,NaN,46,2,1,0.16373,NaN,2,18
NaN,NaN,NaN,47,2,1,0.16373,NaN,2,53
NaN,NaN,NaN,47,1,0,0.16373,NaN,2,25
NaN,NaN,NaN,48,1,1,0.16373,NaN,1,3
NaN,NaN,NaN,48,1,0,0.16373,NaN,1,73
NaN,NaN,NaN,49,2,1,0.16373,NaN,1,19
NaN,NaN,NaN,49,2,1,0.16373,NaN,2,67
NaN,NaN,NaN,50,2,0,0.16373,NaN,2,26
NaN,NaN,NaN,50,1,0,0.16373,NaN,1,16
NaN,NaN,NaN,51,2,1,0.16373,NaN,1,6
NaN,NaN,NaN,51,2,1,0.16373,NaN,2,46
NaN,NaN,NaN,52,1,1,0.16373,NaN,2,66
NaN,NaN,NaN,52,2,1,0.16373,NaN,1,22
NaN,NaN,NaN,53,2,1,0.16373,NaN,2,14
NaN,NaN,NaN,53,1,1,0.16373,NaN,2,63
NaN,NaN,NaN,54,2,0,0.16373,NaN,2,44
NaN,NaN,NaN,54,2,1,0.16373,NaN,1,31
NaN,NaN,NaN,55,2,1,0.16373,NaN,1,53
NaN,NaN,NaN,55,1,1,0.16373,NaN,2,53
NaN,NaN,NaN,56,2,1,0.16373,NaN,2,69
NaN,NaN,NaN,56,2,1,0.16373,NaN,1,50
NaN,NaN,NaN,57,1,1,0.16373,NaN,2,35
NaN,NaN,NaN,57,1,1,0.16373,NaN,2,27
NaN,NaN,NaN,58,2,1,0.16373,NaN,2,5
NaN,NaN,NaN,58,2,1,0.16373,NaN,1,70
NaN,NaN,NaN,59,2,1,0.16373,NaN,2,23
NaN,NaN,NaN,59,2,0,0.16373,NaN,2,63
NaN,NaN,NaN,60,1,1,0.16373,NaN,2,25
NaN,NaN,NaN,60,2,0,0.16373,NaN,2,27
NaN,NaN,NaN,61,1,1,0.16373,NaN,1,26
NaN,NaN,NaN,61,2,1,0.16373,NaN,1,31
NaN,NaN,NaN,62,1,0,0.16373,NaN,1,38
NaN,NaN,NaN,62,2,1,0.16373,NaN,2,64
NaN,NaN,NaN,63,1,1,0.16373,NaN,2,8
NaN,NaN,NaN,63,1,1,0.16373,NaN,1,32
NaN,NaN,NaN,64,2,1,0.16373,NaN,1,43
NaN,NaN,NaN,64,1,1,0.16373,NaN,2,42
NaN,NaN,NaN,65,2,1,0.16373,NaN,2,5
NaN,NaN,NaN,65,1,1,0.16373,NaN,2,11
NaN,NaN,NaN,66,2,1,0.16373,NaN,1,33
NaN,NaN,NaN,66,2,1,0.16373,NaN,2,73
NaN,NaN,NaN,67,2,1,0.16373,NaN,1,20
NaN,NaN,NaN,67,1,0,0.16373,NaN,1,44
NaN,NaN,NaN,68,1,1,0.16373,NaN,1,47
NaN,NaN,NaN,68,2,1,0.16373,NaN,1,32
NaN,NaN,NaN,69,2,1,0.16373,NaN,1,47
NaN,NaN,NaN,69,1,1,0.16373,NaN,1,35
NaN,NaN,NaN,70,1,1,0.16373,NaN,1,23
NaN,NaN,NaN,70,1,1,0.16373,NaN,1,20
NaN,NaN,NaN,71,2,1,0.16373,NaN,1,56
NaN,NaN,NaN,71,1,1,0.16373,NaN,2,56
NaN,NaN,NaN,72,2,1,0.16373,NaN,2,10
NaN,NaN,NaN,72,1,0,0.16373,NaN,1,14
