correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.62513,8,31,2,1,0.22917,NaN,2,6
0,0.74389,8,32,2,1,0.22917,NaN,1,55
1,0.73867,10,32,2,0,0.23438,NaN,2,22
0,0.72759,9,33,1,1,0.23438,NaN,2,64
1,0.84829,10,33,2,0,0.23958,NaN,1,41
0,0.7173,8,34,2,1,0.23958,NaN,1,13
1,0.59605,10,34,2,0,0.24479,NaN,1,6
1,0.67897,10,35,1,0,0.24479,NaN,2,15
1,0.66379,10,35,2,0,0.24479,NaN,2,9
1,0.7865,10,36,1,0,0.23958,NaN,1,22
1,0.76341,9,36,1,1,0.23958,NaN,1,65
1,0.77821,9,37,1,1,0.23958,NaN,1,35
1,0.73099,9,37,2,1,0.23438,NaN,1,58
0,0.86579,9,38,1,1,0.23438,NaN,2,11
1,0.72263,8,38,2,1,0.23958,NaN,2,29
1,0.7536,10,39,1,0,0.23958,NaN,1,77
1,0.90025,8,39,2,1,0.23958,NaN,2,45
1,0.83917,10,40,2,0,0.23438,NaN,2,65
1,0.6241,9,40,1,1,0.23438,NaN,1,23
1,0.50494,10,41,1,0,0.23438,NaN,2,25
0,0.68971,9,41,1,1,0.22917,NaN,2,64
1,0.63654,10,42,1,0,0.23438,NaN,2,73
1,0.43133,10,42,2,0,0.23438,NaN,1,70
1,0.69219,9,43,2,1,0.23438,NaN,1,45
1,0.93294,8,43,2,1,0.22917,NaN,2,44
1,0.68989,9,44,2,1,0.22917,NaN,1,66
1,0.66067,9,44,1,1,0.22917,NaN,1,28
1,0.71153,9,45,1,1,0.22396,NaN,1,77
1,1.0202,8,45,1,1,0.22396,NaN,2,29
1,0.82508,9,46,2,1,0.22396,NaN,1,11
1,0.7499,8,46,1,1,0.21875,NaN,2,50
1,0.66674,10,47,1,0,0.21875,NaN,2,43
1,0.76752,8,47,1,1,0.21875,NaN,2,73
1,0.89443,8,48,1,1,0.21354,NaN,2,12
1,0.6272,9,48,1,1,0.21354,NaN,1,4
0,0.74402,9,49,1,1,0.21354,NaN,2,34
1,0.64097,9,49,1,1,0.21875,NaN,1,21
1,0.67593,8,50,2,1,0.21875,NaN,2,64
1,0.64862,8,50,2,1,0.21875,NaN,2,74
1,0.80552,9,51,1,1,0.21354,NaN,1,54
1,0.62027,9,51,2,1,0.21354,NaN,1,55
0,0.62497,8,52,2,1,0.21354,NaN,1,53
1,0.77593,8,52,1,1,0.21875,NaN,2,15
1,0.54088,10,53,2,0,0.21875,NaN,2,28
0,0.81156,8,53,2,1,0.21875,NaN,1,45
1,0.79644,8,54,2,1,0.22396,NaN,2,63
1,0.53922,9,54,2,1,0.22396,NaN,1,43
1,0.57804,10,55,2,0,0.22396,NaN,1,17
1,0.89084,8,55,2,1,0.21875,NaN,2,45
1,0.83172,9,56,2,1,0.21875,NaN,1,68
1,0.42255,10,56,1,0,0.21875,NaN,2,36
1,0.65335,9,57,1,1,0.21354,NaN,1,70
1,1.1823,8,57,2,1,0.21354,NaN,2,46
1,0.66901,10,58,1,0,0.21354,NaN,2,28
0,0.82771,9,58,1,1,0.20833,NaN,2,70
1,0.63666,8,59,2,1,0.21354,NaN,2,4
0,0.90149,8,59,2,1,0.21354,NaN,1,56
0,0.61033,9,60,1,1,0.21875,NaN,2,20
1,0.70912,8,60,2,1,0.22396,NaN,2,15
1,0.46401,10,61,1,0,0.22396,NaN,2,36
1,0.78681,8,61,2,1,0.22396,NaN,2,19
1,0.65967,9,62,1,1,0.21875,NaN,1,61
0,0.81638,8,62,2,1,0.21875,NaN,1,33
1,0.67322,9,63,1,1,0.22396,NaN,1,18
0,0.70402,8,63,2,1,0.22396,NaN,1,11
1,0.47099,10,64,2,0,0.22917,NaN,2,21
1,0.81778,8,64,1,1,0.22917,NaN,2,13
1,0.9166,8,65,2,1,0.22917,NaN,2,49
0,0.79941,8,65,2,1,0.22396,NaN,1,85
1,0.75621,10,66,2,0,0.22917,NaN,1,70
1,0.62317,9,66,1,1,0.22917,NaN,1,80
0,0.75188,9,67,1,1,0.22917,NaN,2,55
1,0.70678,8,67,2,1,0.23438,NaN,2,33
1,0.64562,9,68,2,1,0.23438,NaN,1,60
0,0.81443,8,68,2,1,0.23438,NaN,1,6
0,0.6452,9,69,1,1,0.23958,NaN,2,23
1,0.77196,8,69,2,1,0.24479,NaN,2,41
1,0.63683,10,70,1,0,0.24479,NaN,2,57
1,0.70368,9,70,1,1,0.24479,NaN,1,69
1,0.83855,8,71,2,1,0.23958,NaN,2,32
0,0.70351,8,71,2,1,0.23958,NaN,1,85
1,0.98612,8,72,1,1,0.24479,NaN,2,39
NaN,NaN,NaN,72,2,0,0.24479,NaN,2,10
