correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.80204,10,52,1,0,0.125,NaN,1,25
1,0.71703,9,53,1,1,0.125,NaN,1,2
1,0.85773,8,53,1,1,0.11979,NaN,2,65
1,0.57469,10,54,2,0,0.11979,NaN,1,38
NaN,NaN,NaN,54,1,0,0.11979,NaN,1,62
NaN,NaN,NaN,55,1,0,0.11979,NaN,1,36
1,0.699,10,55,2,0,0.11979,NaN,2,26
1,1.0099,9,56,2,1,0.11458,NaN,1,10
1,0.64068,10,56,1,0,0.11458,NaN,1,37
0,0.84158,9,57,2,1,0.11458,NaN,2,48
1,0.8305,8,57,2,1,0.11979,NaN,2,18
1,0.91728,8,58,1,1,0.11979,NaN,2,22
0,0.76001,8,58,2,1,0.11979,NaN,1,62
1,0.76905,8,59,1,1,0.125,NaN,2,5
1,0.77761,9,59,1,1,0.125,NaN,1,38
1,0.88854,8,60,1,1,0.125,NaN,2,75
1,0.78723,10,60,1,0,0.11979,NaN,1,59
1,0.7662,9,61,2,1,0.11979,NaN,1,73
1,0.5531,10,61,1,0,0.11979,NaN,1,41
1,0.73195,9,62,1,1,0.11458,NaN,1,19
1,0.7006,8,62,2,1,0.11458,NaN,2,20
1,0.67545,10,63,1,0,0.11458,NaN,1,57
1,0.73628,9,63,2,1,0.10938,NaN,1,45
1,0.71924,8,64,1,1,0.10938,NaN,2,46
1,0.79404,8,64,2,1,0.10938,NaN,2,40
1,0.92888,8,65,1,1,0.10417,NaN,2,22
1,0.73362,10,65,2,0,0.10417,NaN,2,18
1,0.7365,9,66,1,1,0.10417,NaN,1,80
1,0.70126,9,66,2,1,0.098958,NaN,1,69
0,0.76818,8,67,2,1,0.098958,NaN,1,35
1,0.78099,8,67,2,1,0.10417,NaN,2,14
0,0.91969,8,68,1,1,0.10417,NaN,1,39
1,0.70054,8,68,1,1,0.10938,NaN,2,40
1,0.74749,9,69,2,1,0.10938,NaN,1,1
0,0.68837,9,69,1,1,0.10938,NaN,2,30
1,0.72508,10,70,2,0,0.11458,NaN,1,29
1,0.7119,10,70,1,0,0.11458,NaN,2,44
1,0.68279,9,71,2,1,0.11458,NaN,1,79
1,0.54959,10,71,2,0,0.10938,NaN,1,73
1,0.79653,8,72,1,1,0.10938,NaN,2,59
NaN,NaN,NaN,72,2,0,0.10938,NaN,1,39
